job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills
Data Scientist,Senior Data Scientist Jobs,"Karachi, Pakistan",via Jobiflix.online,Full-time,False,Pakistan,2023-01-01 13:40:38,False,False,Pakistan,,,,Afiniti,"['python', 'r', 'sql', 'scikit-learn', 'mlr']","{'libraries': ['scikit-learn', 'mlr'], 'programming': ['python', 'r', 'sql']}"
Data Engineer,Data Engineer,Anywhere,via LinkedIn,Full-time,True,Turkey,2023-08-29 14:01:11,False,False,Turkey,,,,Nesine.com,"['sql', 'python', 'nosql', 'hadoop', 'kafka', 'spark', 'airflow', 'linux', 'git', 'docker', 'flow']","{'libraries': ['hadoop', 'kafka', 'spark', 'airflow'], 'os': ['linux'], 'other': ['git', 'docker', 'flow'], 'programming': ['sql', 'python', 'nosql']}"
Senior Data Engineer,Senior Data Engineer,Anywhere,via LinkedIn Nigeria,Full-time,True,Nigeria,2023-09-01 13:43:38,False,False,Nigeria,,,,Quales Consulting,"['python', 'java', 'mongodb', 'mongodb', 'aws', 'terraform', 'github']","{'cloud': ['aws'], 'databases': ['mongodb'], 'other': ['terraform', 'github'], 'programming': ['python', 'java', 'mongodb']}"
Senior Data Scientist,Senior Research Scientist,Egypt,via Trabajo.org,Full-time,False,Egypt,2023-09-16 13:14:57,False,False,Egypt,,,,Microsoft,"['python', 'azure', 'aws', 'pytorch', 'tensorflow']","{'cloud': ['azure', 'aws'], 'libraries': ['pytorch', 'tensorflow'], 'programming': ['python']}"
Data Analyst,Data Analyst,"Ankara, Türkiye",via LinkedIn,Full-time,False,Turkey,2023-12-25 13:26:52,False,False,Turkey,,,,Türkiye Ürün İhtisas Borsası / Turkish Mercantile Exchange,"['python', 'sql', 'r']","{'programming': ['python', 'sql', 'r']}"
Senior Data Scientist,Owner,Anywhere,via LinkedIn,Contractor,True,Turkey,2023-12-03 13:12:16,False,False,Turkey,,,,Kendi işim,"['python', 'r', 'sql', 'java', 'c++', 'javascript', 'nosql', 'pandas', 'numpy', 'matplotlib', 'seaborn', 'plotly', 'hadoop', 'spark', 'tableau']","{'analyst_tools': ['tableau'], 'libraries': ['pandas', 'numpy', 'matplotlib', 'seaborn', 'plotly', 'hadoop', 'spark'], 'programming': ['python', 'r', 'sql', 'java', 'c++', 'javascript', 'nosql']}"
Senior Data Scientist,Senior Data Scientist,"Lahore, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-12-06 13:14:05,False,False,Pakistan,,,,Programmers Force,"['matplotlib', 'seaborn', 'plotly', 'hadoop', 'spark', 'tableau']","{'analyst_tools': ['tableau'], 'libraries': ['matplotlib', 'seaborn', 'plotly', 'hadoop', 'spark']}"
Data Engineer,Data Warehouse Engineer,"Cairo, Egypt",via Trabajo.org,Full-time,False,Egypt,2023-07-21 13:43:19,False,False,Egypt,,,,Path Solutions,"['sql', 'sql server', 'sharepoint']","{'analyst_tools': ['sharepoint'], 'databases': ['sql server'], 'programming': ['sql']}"
Senior Data Engineer,Senior Data Engineer,"İstanbul, Türkiye",via LinkedIn,Full-time,False,Turkey,2023-02-09 13:37:58,False,False,Turkey,,,,Chippin,"['t-sql', 'sql', 'nosql', 'python', 'java', 'oracle', 'azure', 'kafka', 'git']","{'cloud': ['oracle', 'azure'], 'libraries': ['kafka'], 'other': ['git'], 'programming': ['t-sql', 'sql', 'nosql', 'python', 'java']}"
Senior Data Engineer,Senior Data Engineer,"İstanbul, Türkiye",via LinkedIn,Full-time,False,Turkey,2023-11-22 13:25:32,False,False,Turkey,,,,Kantar Media,"['sql', 'python', 'java', 'c#', 'go', 'mysql', 'oracle', 'azure', 'power bi', 'ssrs', 'excel']","{'analyst_tools': ['power bi', 'ssrs', 'excel'], 'cloud': ['oracle', 'azure'], 'databases': ['mysql'], 'programming': ['sql', 'python', 'java', 'c#', 'go']}"
Senior Data Scientist,Standardization & Products Analytics Data Scientist (Sr. Data...,"İstanbul, Türkiye",via LinkedIn,Full-time,False,Turkey,2023-04-28 13:24:59,False,False,Turkey,,,,ING Türkiye,"['python', 'sql', 'java', 'javascript', 'html', 'css', 'excel']","{'analyst_tools': ['excel'], 'programming': ['python', 'sql', 'java', 'javascript', 'html', 'css']}"
Data Scientist,Data Analytics - Scientist Manager - Cairo,"Cairo, Egypt",via LinkedIn,Full-time,False,Egypt,2023-04-05 13:28:18,False,False,Egypt,,,,Infomineo,"['scala', 'sql', 'nosql', 'mongodb', 'mongodb', 'python', 'sas', 'sas', 'r', 'javascript', 'cassandra', 'snowflake', 'aws', 'azure', 'ibm cloud', 'hadoop', 'spark', 'pyspark', 'kafka', 'power bi', 'tableau', 'looker', 'docker', 'kubernetes']","{'analyst_tools': ['sas', 'power bi', 'tableau', 'looker'], 'cloud': ['snowflake', 'aws', 'azure', 'ibm cloud'], 'databases': ['mongodb', 'cassandra'], 'libraries': ['hadoop', 'spark', 'pyspark', 'kafka'], 'other': ['docker', 'kubernetes'], 'programming': ['scala', 'sql', 'nosql', 'mongodb', 'python', 'sas', 'r', 'javascript']}"
Machine Learning Engineer,AI/ML Engineer,"İstanbul, Türkiye",via LinkedIn,Full-time,False,Turkey,2023-11-28 13:23:10,False,False,Turkey,,,,VakıfBank,"['python', 'sql', 'nosql', 'mongodb', 'mongodb', 'oracle', 'keras', 'pytorch', 'tensorflow', 'kafka', 'linux', 'docker']","{'cloud': ['oracle'], 'databases': ['mongodb'], 'libraries': ['keras', 'pytorch', 'tensorflow', 'kafka'], 'os': ['linux'], 'other': ['docker'], 'programming': ['python', 'sql', 'nosql', 'mongodb']}"
Senior Data Analyst,"Senior Data Analyst, India (Remote)","Maadi, Egypt",via HR Software For Growing Businesses | Freshteam,Full-time,False,Egypt,2023-05-10 13:36:14,False,False,Egypt,,,,Thndr,"['sql', 'python', 'r', 'tableau', 'looker']","{'analyst_tools': ['tableau', 'looker'], 'programming': ['sql', 'python', 'r']}"
Data Engineer,Data Automation Intern,Egypt,via Trabajo.org,Full-time,False,Egypt,2023-07-21 13:43:16,False,False,Egypt,,,,Tagaddod,"['firebase', 'firebase']","{'cloud': ['firebase'], 'databases': ['firebase']}"
Senior Data Scientist,Senior Data Scientist,"Cairo, Egypt",via LinkedIn,Full-time,False,Egypt,2023-05-28 13:43:25,False,False,Egypt,,,,BBI,"['r', 'python', 'sql']","{'programming': ['r', 'python', 'sql']}"
Senior Data Engineer,Senior Data Engineer,"Cairo, Egypt",via LinkedIn,Full-time,False,Egypt,2023-05-04 13:27:00,False,False,Egypt,,,,Tamara,"['sql', 'nosql', 'mongodb', 'mongodb', 'python', 'java', 'scala', 'mysql', 'cassandra', 'oracle', 'snowflake', 'hadoop', 'spark', 'kafka', 'airflow', 'tableau', 'flow']","{'analyst_tools': ['tableau'], 'cloud': ['oracle', 'snowflake'], 'databases': ['mongodb', 'mysql', 'cassandra'], 'libraries': ['hadoop', 'spark', 'kafka', 'airflow'], 'other': ['flow'], 'programming': ['sql', 'nosql', 'mongodb', 'python', 'java', 'scala']}"
Data Engineer,Data Engineer,"Ankara, Türkiye",via LinkedIn,Full-time,False,Turkey,2023-05-05 13:40:56,False,False,Turkey,,,,Jotform,"['sql', 'python', 'bigquery']","{'cloud': ['bigquery'], 'programming': ['sql', 'python']}"
Data Engineer,Data Engineer,"Cairo, Egypt",via LinkedIn,Full-time,False,Egypt,2023-01-19 14:21:15,True,False,Egypt,,,,AlgoDriven,"['sql', 'php', 'python', 'mysql', 'aws', 'node', 'linux']","{'cloud': ['aws'], 'databases': ['mysql'], 'os': ['linux'], 'programming': ['sql', 'php', 'python'], 'webframeworks': ['node']}"
Data Scientist,Python Data Scientist,Anywhere,via LinkedIn,Full-time,True,Pakistan,2023-10-08 13:34:42,False,False,Pakistan,,,,Turing,"['python', 'sql', 'jupyter', 'express']","{'libraries': ['jupyter'], 'programming': ['python', 'sql'], 'webframeworks': ['express']}"
Data Engineer,Data Engineer,"Lahore, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-09-04 13:28:31,False,False,Pakistan,,,,CodeNinja Inc.,"['java', 'python', 'sql', 'aws', 'azure']","{'cloud': ['aws', 'azure'], 'programming': ['java', 'python', 'sql']}"
Data Scientist,Data Scientist,"Lahore, Pakistan",via LinkedIn Pakistan,Full-time,False,Pakistan,2023-01-17 13:17:59,False,False,Pakistan,,,,ArhamSoft (Pvt) Ltd,"['python', 'django', 'flask']","{'programming': ['python'], 'webframeworks': ['django', 'flask']}"
Senior Data Scientist,Senior Data Scientist,"Sheikh Zayed City, Egypt",via LinkedIn,Full-time,False,Egypt,2023-05-02 13:27:26,False,False,Egypt,,,,eTax,"['python', 'sql', 'r', 'scala', 'sas', 'sas']","{'analyst_tools': ['sas'], 'programming': ['python', 'sql', 'r', 'scala', 'sas']}"
Data Engineer,Data Engineer,"İstanbul, Türkiye",via LinkedIn,Full-time,False,Turkey,2023-02-14 13:35:28,False,False,Turkey,,,,Rollic,"['sql', 'python', 'snowflake', 'databricks', 'aws', 'spark']","{'cloud': ['snowflake', 'databricks', 'aws'], 'libraries': ['spark'], 'programming': ['sql', 'python']}"
Data Engineer,Sr. Data Engineer,"Cairo, Egypt",via LinkedIn,Full-time,False,Egypt,2023-10-02 13:42:06,False,False,Egypt,,,,ILLA,"['python', 'sql', 'aws', 'tableau']","{'analyst_tools': ['tableau'], 'cloud': ['aws'], 'programming': ['python', 'sql']}"
Data Scientist,Data Scientist - Remote,"Lahore, Pakistan",via Indeed,Part-time and Contractor,False,Pakistan,2023-09-21 13:27:29,False,False,Pakistan,,,,Innovadel Technologies,"['r', 'sql', 'python', 'scala', 'java', 'c++', 'hadoop', 'tableau']","{'analyst_tools': ['tableau'], 'libraries': ['hadoop'], 'programming': ['r', 'sql', 'python', 'scala', 'java', 'c++']}"
Data Scientist,Data Scientist,Egypt,via تنقيب,Full-time,False,Egypt,2023-08-15 13:34:23,False,False,Egypt,,,,egabi solutions,['python'],{'programming': ['python']}
Senior Data Analyst,Senior Data Analyst,"Cairo, Egypt",via LinkedIn,Full-time,False,Egypt,2023-03-22 13:30:49,False,False,Egypt,,,,TMF Group,"['sql', 'dax']","{'analyst_tools': ['dax'], 'programming': ['sql']}"
Data Analyst,Data Analyst,"Abuja, Nigeria",via MyJobMag,Full-time,False,Nigeria,2023-04-17 13:11:12,False,False,Nigeria,,,,Logitex Reconnaissance Solutions,"['sql', 'r', 'python', 'excel', 'tableau', 'power bi']","{'analyst_tools': ['excel', 'tableau', 'power bi'], 'programming': ['sql', 'r', 'python']}"
Data Scientist,Data Scientist,Anywhere,via LinkedIn,Full-time,True,Turkey,2023-01-16 13:55:40,False,False,Turkey,,,,EVAM,"['python', 'sql', 'aws', 'pytorch', 'tensorflow']","{'cloud': ['aws'], 'libraries': ['pytorch', 'tensorflow'], 'programming': ['python', 'sql']}"
Data Engineer,Second Line Support and Network & Data Engineer,Egypt,via تنقيب مصر,Full-time,False,Egypt,2023-10-30 13:13:44,False,False,Egypt,,,,confidential,['windows'],{'os': ['windows']}
Data Engineer,Afiniti Hiring Near Me – Data Engineer,"Islamabad, Pakistan",via Jobs Picks,Full-time,False,Pakistan,2023-01-01 13:40:46,False,False,Pakistan,,,,Afiniti,"['sql', 'r', 'python']","{'programming': ['sql', 'r', 'python']}"
Data Engineer,Data Engineer,Anywhere,via LinkedIn,Full-time,True,Turkey,2023-05-11 13:45:23,True,False,Turkey,,,,Talentown Recruitment Agency - IT,"['sql', 'nosql', 'python', 'java', 'c++', 'scala', 'airflow']","{'libraries': ['airflow'], 'programming': ['sql', 'nosql', 'python', 'java', 'c++', 'scala']}"
Data Scientist,Data Scientist,"İstanbul, Türkiye",via LinkedIn,Full-time,False,Turkey,2023-06-26 13:50:20,False,False,Turkey,,,,Philip Morris International,"['python', 'sql', 'nosql']","{'programming': ['python', 'sql', 'nosql']}"
Data Engineer,Azure Data Engineer,"Lahore, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-09-11 13:16:18,True,False,Pakistan,,,,FutureNow Technologies,"['t-sql', 'sql', 'sql server', 'azure', 'ssis', 'power bi']","{'analyst_tools': ['ssis', 'power bi'], 'cloud': ['azure'], 'databases': ['sql server'], 'programming': ['t-sql', 'sql']}"
Data Scientist,Data Scientist (Job Ref:1823),"Cairo, Egypt",via LinkedIn,Full-time,False,Egypt,2023-02-16 13:12:08,False,False,Egypt,,,,Mondia Group,"['python', 'sql', 'nosql', 'mongodb', 'mongodb', 'cassandra', 'unreal']","{'databases': ['mongodb', 'cassandra'], 'other': ['unreal'], 'programming': ['python', 'sql', 'nosql', 'mongodb']}"
Data Engineer,AWS Data Engineer (Relocation and Hybrid),"Lagos, Nigeria",via HR Software For Growing Businesses | Freshteam,Full-time,False,Nigeria,2023-01-25 13:50:18,False,False,Nigeria,,,,Data2Bots,"['python', 'sql', 'aws', 'redshift', 'bigquery', 'snowflake', 'pyspark', 'pandas', 'airflow', 'kafka', 'flow', 'kubernetes']","{'cloud': ['aws', 'redshift', 'bigquery', 'snowflake'], 'libraries': ['pyspark', 'pandas', 'airflow', 'kafka'], 'other': ['flow', 'kubernetes'], 'programming': ['python', 'sql']}"
Data Scientist,"Data Scientist (Python, Data Visualization, Web Scraping) - For...","Dhaka, Bangladesh",via LinkedIn,Full-time,False,Bangladesh,2023-11-21 13:14:38,False,False,Bangladesh,,,,Bdjobs.com,"['python', 'looker', 'power bi']","{'analyst_tools': ['looker', 'power bi'], 'programming': ['python']}"
Data Analyst,Data Analyst,"Abuja, Nigeria",via MyJobMag,Full-time,False,Nigeria,2023-03-02 13:26:28,False,False,Nigeria,,,,ICAP,"['visual basic', 'excel']","{'analyst_tools': ['excel'], 'programming': ['visual basic']}"
Data Engineer,Business Intelligence Data Engineer,"Karachi, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-10-06 13:13:59,False,False,Pakistan,,,,Khaadi Corporation,"['go', 'sql', 't-sql', 'sql server', 'power bi']","{'analyst_tools': ['power bi'], 'databases': ['sql server'], 'programming': ['go', 'sql', 't-sql']}"
Data Engineer,Data Engineer Sc4289,"Lahore, Pakistan",via LinkedIn Pakistan,Full-time,False,Pakistan,2023-02-04 13:41:09,False,False,Pakistan,,,,Nisum,"['java', 'python', 'sql', 'go', 'redshift', 'aws']","{'cloud': ['redshift', 'aws'], 'programming': ['java', 'python', 'sql', 'go']}"
Data Engineer,Remote Associate Data Engineer Jobs,Pakistan,via Jobiflix.online,Full-time,False,Pakistan,2023-01-01 13:40:46,False,False,Pakistan,,,,Turing.com,"['java', 'python', 'sql', 'aws', 'spring', 'slack']","{'cloud': ['aws'], 'libraries': ['spring'], 'programming': ['java', 'python', 'sql'], 'sync': ['slack']}"
Data Engineer,Data Engineer,"Cairo, Egypt",via Eg.jobmeo.com,Full-time,False,Egypt,2023-06-22 13:21:05,False,False,Egypt,,,,Illa,"['python', 'sql', 'aws', 'tableau']","{'analyst_tools': ['tableau'], 'cloud': ['aws'], 'programming': ['python', 'sql']}"
Data Engineer,Data Engineer,"Lahore, Pakistan",via Indeed,Full-time,False,Pakistan,2023-04-26 13:40:15,False,False,Pakistan,,,,Digifloat,"['sql', 'power bi']","{'analyst_tools': ['power bi'], 'programming': ['sql']}"
Senior Data Scientist,Senior Data Scientist / ML Engineer,Anywhere,via LinkedIn,Full-time,True,Turkey,2023-11-08 13:42:20,False,False,Turkey,,,,Devexperts,"['python', 'aws', 'hugging face', 'pytorch', 'airflow', 'docker', 'kubernetes']","{'cloud': ['aws'], 'libraries': ['hugging face', 'pytorch', 'airflow'], 'other': ['docker', 'kubernetes'], 'programming': ['python']}"
Data Engineer,Data Engineer,"New Cairo City, Egypt",via LinkedIn,Full-time,False,Egypt,2023-11-02 13:18:48,False,False,Egypt,,,,CSHR For Business Development,"['python', 'mysql', 'postgresql', 'aws', 'azure']","{'cloud': ['aws', 'azure'], 'databases': ['mysql', 'postgresql'], 'programming': ['python']}"
Data Analyst,Data Analyst,Türkiye,via LinkedIn,Full-time,False,Turkey,2023-03-02 13:39:21,True,False,Turkey,,,,Terappin,"['sql', 'express', 'atlassian', 'jira', 'confluence']","{'async': ['jira', 'confluence'], 'other': ['atlassian'], 'programming': ['sql'], 'webframeworks': ['express']}"
Data Scientist,Database Engineer - Remote  from India,Anywhere,via Jobgether,Full-time,True,Pakistan,2023-11-24 13:16:36,True,False,Pakistan,,,,BrightEdge,"['sql', 'nosql', 'mysql', 'postgresql', 'bigquery']","{'cloud': ['bigquery'], 'databases': ['mysql', 'postgresql'], 'programming': ['sql', 'nosql']}"
Data Analyst,Data Analyst,"İstanbul, Türkiye",via LinkedIn,Full-time,False,Turkey,2023-10-26 13:26:56,False,False,Turkey,,,,QNB Finansbank,"['sql', 'sas', 'sas', 'python', 'r', 'spss']","{'analyst_tools': ['sas', 'spss'], 'programming': ['sql', 'sas', 'python', 'r']}"
Data Engineer,Consultant-Data Engineer,"Hyderabad, Pakistan",via Jooble,Full-time,False,Pakistan,2023-11-25 13:12:37,True,False,Pakistan,,,,"ThoughtWorks, Inc.","['nosql', 'cassandra', 'aws', 'azure', 'kafka', 'spark', 'hadoop', 'airflow']","{'cloud': ['aws', 'azure'], 'databases': ['cassandra'], 'libraries': ['kafka', 'spark', 'hadoop', 'airflow'], 'programming': ['nosql']}"
Data Engineer,Data Engineer,Anywhere,via LinkedIn Pakistan,Full-time,True,Pakistan,2023-01-19 14:02:08,False,False,Pakistan,,,,Cybernetic Controls Ltd,"['sql', 'nosql', 'dynamodb', 'mysql', 'aws', 'pandas', 'spark']","{'cloud': ['aws'], 'databases': ['dynamodb', 'mysql'], 'libraries': ['pandas', 'spark'], 'programming': ['sql', 'nosql']}"
Machine Learning Engineer,Data Science - Machine Learning Engineer,"Lahore, Pakistan",via Indeed,Full-time,False,Pakistan,2023-05-04 13:28:41,False,False,Pakistan,,,,LastingSales,"['python', 'java', 'scala', 'numpy', 'pandas', 'tensorflow', 'pytorch']","{'libraries': ['numpy', 'pandas', 'tensorflow', 'pytorch'], 'programming': ['python', 'java', 'scala']}"
Data Engineer,Data Engineer,Egypt,via Indeed,Full-time,False,Egypt,2023-12-05 13:20:22,True,False,Egypt,,,,Salt Recruitment,"['python', 'spark', 'kafka']","{'libraries': ['spark', 'kafka'], 'programming': ['python']}"
Data Engineer,Data Warehouse Engineer,Anywhere,via LinkedIn,Full-time,True,Turkey,2023-06-18 13:31:21,True,False,Turkey,,,,Tarfin,"['mysql', 'aws', 'spark', 'airflow']","{'cloud': ['aws'], 'databases': ['mysql'], 'libraries': ['spark', 'airflow']}"
Data Scientist,Data Science Trainer - Physical,"Lagos, Nigeria",via LinkedIn Nigeria,Full-time,False,Nigeria,2023-09-08 14:01:26,False,False,Nigeria,,,,Univelcity,"['python', 'r', 'aws', 'azure', 'tensorflow', 'jupyter', 'excel']","{'analyst_tools': ['excel'], 'cloud': ['aws', 'azure'], 'libraries': ['tensorflow', 'jupyter'], 'programming': ['python', 'r']}"
Data Engineer,Data Engineer,Anywhere,via LinkedIn,Contractor,True,Pakistan,2023-02-24 13:10:14,True,False,Pakistan,,,,Ikonisch Tech,"['sql', 'nosql', 'kafka', 'hadoop', 'spark']","{'libraries': ['kafka', 'hadoop', 'spark'], 'programming': ['sql', 'nosql']}"
Data Engineer,Data Engineer,"Lahore, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-05-31 13:22:55,False,False,Pakistan,,,,Murkez Technologies,"['t-sql', 'sql', 'sql server', 'azure', 'ssis', 'power bi']","{'analyst_tools': ['ssis', 'power bi'], 'cloud': ['azure'], 'databases': ['sql server'], 'programming': ['t-sql', 'sql']}"
Data Scientist,وظائف Data Scientist - الإسكندرية,"Alexandria, Egypt",via OMALYAA,Full-time,False,Egypt,2023-04-18 13:51:49,False,False,Egypt,,,,شركة المطاوع,,
Data Engineer,Data Engineer,Türkiye,via LinkedIn,Full-time,False,Turkey,2023-08-18 13:32:44,True,False,Turkey,,,,NTT DATA Business Solutions Turkey,"['python', 'sql', 'azure', 'aws', 'redshift', 'snowflake', 'spark', 'kafka', 'linux', 'sap', 'terminal']","{'analyst_tools': ['sap'], 'cloud': ['azure', 'aws', 'redshift', 'snowflake'], 'libraries': ['spark', 'kafka'], 'os': ['linux'], 'other': ['terminal'], 'programming': ['python', 'sql']}"
Data Analyst,Remote Analytics and Financial Operations Manager,"6th of October City, Egypt",via Job Vacancies And Recruitment In Egypt | 3amal.com,Full-time,False,Egypt,2023-02-21 14:03:59,True,False,Egypt,,,,SCOPIC,,
