job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills
Data Engineer,Remote Associate Data Engineer Jobs,Pakistan,via Jobiflix.online,Full-time,False,Pakistan,2023-01-01 13:40:46,False,False,Pakistan,,,,Turing.com,"['java', 'python', 'sql', 'aws', 'spring', 'slack']","{'cloud': ['aws'], 'libraries': ['spring'], 'programming': ['java', 'python', 'sql'], 'sync': ['slack']}"
Data Engineer,Data Engineer,"Lahore, Pakistan",via Indeed,Full-time,False,Pakistan,2023-04-26 13:40:15,False,False,Pakistan,,,,Digifloat,"['sql', 'power bi']","{'analyst_tools': ['power bi'], 'programming': ['sql']}"
Data Scientist,Database Engineer - Remote  from India,Anywhere,via Jobgether,Full-time,True,Pakistan,2023-11-24 13:16:36,True,False,Pakistan,,,,BrightEdge,"['sql', 'nosql', 'mysql', 'postgresql', 'bigquery']","{'cloud': ['bigquery'], 'databases': ['mysql', 'postgresql'], 'programming': ['sql', 'nosql']}"
Data Engineer,Consultant-Data Engineer,"Hyderabad, Pakistan",via Jooble,Full-time,False,Pakistan,2023-11-25 13:12:37,True,False,Pakistan,,,,"ThoughtWorks, Inc.","['nosql', 'cassandra', 'aws', 'azure', 'kafka', 'spark', 'hadoop', 'airflow']","{'cloud': ['aws', 'azure'], 'databases': ['cassandra'], 'libraries': ['kafka', 'spark', 'hadoop', 'airflow'], 'programming': ['nosql']}"
Data Engineer,Data Engineer,Anywhere,via LinkedIn Pakistan,Full-time,True,Pakistan,2023-01-19 14:02:08,False,False,Pakistan,,,,Cybernetic Controls Ltd,"['sql', 'nosql', 'dynamodb', 'mysql', 'aws', 'pandas', 'spark']","{'cloud': ['aws'], 'databases': ['dynamodb', 'mysql'], 'libraries': ['pandas', 'spark'], 'programming': ['sql', 'nosql']}"
Machine Learning Engineer,Data Science - Machine Learning Engineer,"Lahore, Pakistan",via Indeed,Full-time,False,Pakistan,2023-05-04 13:28:41,False,False,Pakistan,,,,LastingSales,"['python', 'java', 'scala', 'numpy', 'pandas', 'tensorflow', 'pytorch']","{'libraries': ['numpy', 'pandas', 'tensorflow', 'pytorch'], 'programming': ['python', 'java', 'scala']}"
Data Engineer,Data Engineer,Anywhere,via LinkedIn,Contractor,True,Pakistan,2023-02-24 13:10:14,True,False,Pakistan,,,,Ikonisch Tech,"['sql', 'nosql', 'kafka', 'hadoop', 'spark']","{'libraries': ['kafka', 'hadoop', 'spark'], 'programming': ['sql', 'nosql']}"
Data Engineer,Data Engineer,"Lahore, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-05-31 13:22:55,False,False,Pakistan,,,,Murkez Technologies,"['t-sql', 'sql', 'sql server', 'azure', 'ssis', 'power bi']","{'analyst_tools': ['ssis', 'power bi'], 'cloud': ['azure'], 'databases': ['sql server'], 'programming': ['t-sql', 'sql']}"
Data Engineer,Data Engineer,"Lahore, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-05-01 13:16:12,True,False,Pakistan,,,,Nowasys Ltd,"['python', 'aws', 'redshift', 'pyspark', 'airflow']","{'cloud': ['aws', 'redshift'], 'libraries': ['pyspark', 'airflow'], 'programming': ['python']}"
Data Scientist,"Lead Data Scientist (Karachi, Lahore, Islamabad)","Karachi, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-02-13 14:05:46,False,False,Pakistan,,,,The Consulting Group,"['python', 'sql', 'sas', 'sas', 'pandas', 'scikit-learn']","{'analyst_tools': ['sas'], 'libraries': ['pandas', 'scikit-learn'], 'programming': ['python', 'sql', 'sas']}"
Machine Learning Engineer,Machine Learning Engineer,"Lahore, Pakistan",via Indeed,Full-time,False,Pakistan,2023-12-04 13:18:16,False,False,Pakistan,,,,Senarios Pvt Ltd,"['python', 'pytorch', 'tensorflow', 'scikit-learn', 'nltk']","{'libraries': ['pytorch', 'tensorflow', 'scikit-learn', 'nltk'], 'programming': ['python']}"
Data Engineer,Data Engineer Jobs,"Lahore, Pakistan",via Jobiflix.online,Full-time,False,Pakistan,2023-01-01 13:40:46,True,False,Pakistan,,,,Royal Cyber Inc.,"['sql', 'snowflake']","{'cloud': ['snowflake'], 'programming': ['sql']}"
Data Engineer,Data Engineer,"Lahore, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-09-06 13:46:39,False,False,Pakistan,,,,Techanzy,"['sql', 'nosql', 'kafka', 'hadoop', 'spark']","{'libraries': ['kafka', 'hadoop', 'spark'], 'programming': ['sql', 'nosql']}"
Data Scientist,Data Scientist,Pakistan,via LinkedIn,Full-time,False,Pakistan,2023-03-03 13:11:52,False,False,Pakistan,,,,HR Ways - Hiring Tech Talent,"['php', 'python', 'sql', 'r', 'azure', 'keras', 'pytorch', 'pandas', 'scikit-learn', 'numpy', 'flask', 'flow']","{'cloud': ['azure'], 'libraries': ['keras', 'pytorch', 'pandas', 'scikit-learn', 'numpy'], 'other': ['flow'], 'programming': ['php', 'python', 'sql', 'r'], 'webframeworks': ['flask']}"
Data Engineer,"Data Engineer (ADF, Databricks, Snowflake)","Karachi, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-06-17 13:29:42,False,False,Pakistan,,,,Nisum,"['sql', 'python', 'java', 'go', 'databricks', 'snowflake', 'power bi', 'tableau']","{'analyst_tools': ['power bi', 'tableau'], 'cloud': ['databricks', 'snowflake'], 'programming': ['sql', 'python', 'java', 'go']}"
Data Engineer,DBA Engineer,"Islamabad, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-06-23 14:01:15,False,False,Pakistan,,,,HUAWEI Pakistan,"['sql', 'sql server']","{'databases': ['sql server'], 'programming': ['sql']}"
Data Analyst,Manager Research & Data Analytics,"Karachi, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-09-13 13:14:15,False,False,Pakistan,,,,K-Electric,"['excel', 'sap']","{'analyst_tools': ['excel', 'sap']}"
Data Scientist,Data Scientist Jobs,"Islamabad, Pakistan",via Jobiflix.online,Full-time,False,Pakistan,2023-01-01 13:40:38,False,False,Pakistan,,,,Crossover,"['java', 'php', 'scala', 'mysql', 'redis', 'postgresql', 'oracle', 'kafka', 'spring', 'airflow', 'hadoop', 'jquery', 'angular', 'gitlab', 'jenkins', 'kubernetes', 'yarn']","{'cloud': ['oracle'], 'databases': ['mysql', 'redis', 'postgresql'], 'libraries': ['kafka', 'spring', 'airflow', 'hadoop'], 'other': ['gitlab', 'jenkins', 'kubernetes', 'yarn'], 'programming': ['java', 'php', 'scala'], 'webframeworks': ['jquery', 'angular']}"
Data Engineer,Data Engineer,"Karachi, Pakistan",via Indeed,Full-time,False,Pakistan,2023-11-20 13:15:35,False,False,Pakistan,,,,Horizon Technologies,"['python', 'r', 'sql', 'aws', 'pandas', 'numpy', 'pyspark', 'selenium', 'excel']","{'analyst_tools': ['excel'], 'cloud': ['aws'], 'libraries': ['pandas', 'numpy', 'pyspark', 'selenium'], 'programming': ['python', 'r', 'sql']}"
Business Analyst,Analyst,Pakistan,via LinkedIn,Full-time,False,Pakistan,2023-12-15 13:15:00,False,False,Pakistan,,,,Medtronic,['excel'],{'analyst_tools': ['excel']}
Business Analyst,Analyst,Pakistan,via Jooble,Full-time,False,Pakistan,2023-08-01 13:30:41,False,False,Pakistan,,,,Sandoz AG,"['sas', 'sas', 'r', 'python', 'alteryx', 'sharepoint', 'tableau', 'qlik', 'microstrategy', 'excel']","{'analyst_tools': ['sas', 'alteryx', 'sharepoint', 'tableau', 'qlik', 'microstrategy', 'excel'], 'programming': ['sas', 'r', 'python']}"
Data Engineer,Sr. Data Engineer Jobs,"Lahore, Pakistan",via Jobiflix.online,Full-time,False,Pakistan,2023-01-01 13:40:46,False,False,Pakistan,,,,Afiniti,"['sql', 'bash', 'python', 'powershell', 'shell', 'linux', 'redhat', 'centos', 'unix', 'excel']","{'analyst_tools': ['excel'], 'os': ['linux', 'redhat', 'centos', 'unix'], 'programming': ['sql', 'bash', 'python', 'powershell', 'shell']}"
Data Analyst,Junior Data Analyst,"Karachi, Pakistan",via Indeed,Full-time,False,Pakistan,2023-12-21 13:39:19,True,False,Pakistan,,,,Service Industry - Marketing & Events,"['sql', 'nosql', 'azure', 'gcp', 'spark', 'excel']","{'analyst_tools': ['excel'], 'cloud': ['azure', 'gcp'], 'libraries': ['spark'], 'programming': ['sql', 'nosql']}"
Machine Learning Engineer,Machine Learning Engineer,"Lahore, Pakistan",via Indeed,Full-time,False,Pakistan,2023-05-16 13:23:42,False,False,Pakistan,,,,Consforc LLC.,"['python', 'c++', 'java', 'gcp', 'aws', 'tensorflow', 'pytorch', 'kubernetes', 'docker']","{'cloud': ['gcp', 'aws'], 'libraries': ['tensorflow', 'pytorch'], 'other': ['kubernetes', 'docker'], 'programming': ['python', 'c++', 'java']}"
Data Engineer,Data Engineer,"Lahore, Pakistan",via Indeed,Full-time,False,Pakistan,2023-10-16 13:35:49,False,False,Pakistan,,,,Prima Systems,"['python', 'java', 'scala', 'sql', 'aws', 'azure', 'hadoop', 'spark', 'kafka', 'tableau', 'power bi']","{'analyst_tools': ['tableau', 'power bi'], 'cloud': ['aws', 'azure'], 'libraries': ['hadoop', 'spark', 'kafka'], 'programming': ['python', 'java', 'scala', 'sql']}"
Data Scientist,National Security Agency Jobs – Data Scientist - Jatoi,"Jatoi, Pakistan",via JOBS,Full-time,False,Pakistan,2023-07-10 13:39:55,False,False,Pakistan,,,,NOOM Inc.,"['sql', 'r', 'python', 'matplotlib', 'tableau']","{'analyst_tools': ['tableau'], 'libraries': ['matplotlib'], 'programming': ['sql', 'r', 'python']}"
Data Engineer,AWS Data Pipeline Engineer,"Lahore, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-06-12 13:37:10,False,False,Pakistan,,,,Revcloud,"['python', 'java', 'sql', 'nosql', 'aws']","{'cloud': ['aws'], 'programming': ['python', 'java', 'sql', 'nosql']}"
Data Scientist,Data Scientist,"Lahore, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-11-28 13:19:01,False,False,Pakistan,,,,Tkxel,"['python', 'r', 'java', 'sql', 'tensorflow', 'pytorch', 'hadoop', 'spark', 'scikit-learn']","{'libraries': ['tensorflow', 'pytorch', 'hadoop', 'spark', 'scikit-learn'], 'programming': ['python', 'r', 'java', 'sql']}"
Senior Data Engineer,Senior Azure Data Engineer,"Islamabad, Pakistan",via LinkedIn,Contractor,False,Pakistan,2023-11-27 14:00:13,True,False,Pakistan,,,,DigyCorp,"['python', 'sql', 'azure', 'databricks', 'kafka', 'airflow', 'pyspark', 'spark']","{'cloud': ['azure', 'databricks'], 'libraries': ['kafka', 'airflow', 'pyspark', 'spark'], 'programming': ['python', 'sql']}"
Data Analyst,Data Analyst,"Quetta, Pakistan",via LinkedIn,Contractor,False,Pakistan,2023-06-08 13:36:34,False,False,Pakistan,,,,MicroMerger (Pvt.) Ltd.,,
Business Analyst,"Sr. Analyst, Business Analytics",Pakistan,via Jooble,Full-time,False,Pakistan,2023-11-08 13:37:08,False,False,Pakistan,,,,Sandoz AG,"['vba', 'powerpoint', 'excel', 'tableau', 'alteryx']","{'analyst_tools': ['powerpoint', 'excel', 'tableau', 'alteryx'], 'programming': ['vba']}"
Data Engineer,Data Engineer with expertise in Pentaho,"Lahore, Pakistan",via Indeed,Full-time,False,Pakistan,2023-05-16 13:23:42,False,False,Pakistan,,,,Consforc LLC.,"['sql', 'nosql', 'aws', 'azure', 'hadoop', 'spark', 'kafka']","{'cloud': ['aws', 'azure'], 'libraries': ['hadoop', 'spark', 'kafka'], 'programming': ['sql', 'nosql']}"
Data Engineer,Data Engineer,"Lahore, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-07-24 13:11:39,True,False,Pakistan,,,,Kavtech Solutions (Private) Ltd.,"['sql', 'aws', 'tableau']","{'analyst_tools': ['tableau'], 'cloud': ['aws'], 'programming': ['sql']}"
Senior Data Engineer,Senior Data Engineer,"Lahore, Pakistan",via LinkedIn Pakistan,Full-time,False,Pakistan,2023-01-17 13:18:01,False,False,Pakistan,,,,FutureNow Technologies,"['sql', 'nosql', 'mongodb', 'mongodb', 'cassandra', 'azure', 'databricks', 'oracle', 'hadoop', 'spark', 'kafka', 'ssis']","{'analyst_tools': ['ssis'], 'cloud': ['azure', 'databricks', 'oracle'], 'databases': ['mongodb', 'cassandra'], 'libraries': ['hadoop', 'spark', 'kafka'], 'programming': ['sql', 'nosql', 'mongodb']}"
Data Scientist,Sr. Data Scientist,Pakistan,via Jooble,Full-time,False,Pakistan,2023-08-03 13:23:32,False,False,Pakistan,,,,Highspot,"['sql', 'mongo', 'python', 'snowflake', 'aws', 'spark', 'tableau', 'git']","{'analyst_tools': ['tableau'], 'cloud': ['snowflake', 'aws'], 'libraries': ['spark'], 'other': ['git'], 'programming': ['sql', 'mongo', 'python']}"
Data Engineer,Lead Data Engineer Jobs,"Lahore, Pakistan",via Jobiflix.online,Full-time,False,Pakistan,2023-01-01 13:40:46,True,False,Pakistan,,,,HR Ways - Hiring Tech Talent,"['python', 'javascript', 'sql', 'sql server', 'oracle', 'flow']","{'cloud': ['oracle'], 'databases': ['sql server'], 'other': ['flow'], 'programming': ['python', 'javascript', 'sql']}"
Senior Data Analyst,Senior Data Analyst I Engineer Senior Data Analyst II Engineer...,"Islamabad, Pakistan",via Classiator.com,Full-time,False,Pakistan,2023-08-22 13:34:02,True,False,Pakistan,,,,Pakistan Single Window (Psw),['express'],{'webframeworks': ['express']}
Data Engineer,Data Engineer,"Islamabad, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-10-24 13:17:27,False,False,Pakistan,,,,DPL,"['sql', 'python', 'r', 'java', 'scala', 'aws', 'snowflake', 'redshift', 'airflow', 'spark']","{'cloud': ['aws', 'snowflake', 'redshift'], 'libraries': ['airflow', 'spark'], 'programming': ['sql', 'python', 'r', 'java', 'scala']}"
Data Scientist,Data Scientist,"Lahore, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-03-06 13:55:55,False,False,Pakistan,,,,inFarmer,"['python', 'sql', 'cassandra', 'aws', 'tensorflow', 'numpy', 'hadoop', 'spark', 'tableau']","{'analyst_tools': ['tableau'], 'cloud': ['aws'], 'databases': ['cassandra'], 'libraries': ['tensorflow', 'numpy', 'hadoop', 'spark'], 'programming': ['python', 'sql']}"
Data Analyst,Data Migration Analyst,Pakistan,via LinkedIn,Full-time,False,Pakistan,2023-04-11 14:14:21,True,False,Pakistan,,,,InfoTech Group,"['sql', 'sql server', 'oracle', 'unix', 'windows']","{'cloud': ['oracle'], 'databases': ['sql server'], 'os': ['unix', 'windows'], 'programming': ['sql']}"
Business Analyst,Senior Business Analyst (Remote),Anywhere,via Pangian,Full-time,True,Pakistan,2023-12-21 13:39:15,False,False,Pakistan,,,,Assembly Talent,['assembly'],{'programming': ['assembly']}
Data Engineer,Data Engineer/Analyst,Anywhere,via LinkedIn,Full-time,True,Pakistan,2023-02-27 13:08:32,False,False,Pakistan,,,,Turing,"['python', 'sql', 'bigquery', 'gcp', 'airflow', 'terraform']","{'cloud': ['bigquery', 'gcp'], 'libraries': ['airflow'], 'other': ['terraform'], 'programming': ['python', 'sql']}"
Data Engineer,Data Engineer,"Karachi, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-10-31 13:36:25,False,False,Pakistan,,,,Jaffer Business Systems,"['sql', 'python', 'sql server', 'mysql', 'aws', 'kafka', 'airflow', 'flask', 'ssis', 'power bi']","{'analyst_tools': ['ssis', 'power bi'], 'cloud': ['aws'], 'databases': ['sql server', 'mysql'], 'libraries': ['kafka', 'airflow'], 'programming': ['sql', 'python'], 'webframeworks': ['flask']}"
Machine Learning Engineer,Machine Learning Engineer,"Lahore, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-11-22 13:20:17,False,False,Pakistan,,,,Technosoft Solutions,"['python', 'tensorflow', 'scikit-learn', 'matplotlib', 'pandas', 'pytorch']","{'libraries': ['tensorflow', 'scikit-learn', 'matplotlib', 'pandas', 'pytorch'], 'programming': ['python']}"
Data Engineer,Data Engineer (Growth),"Lahore, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-06-12 13:37:10,False,False,Pakistan,,,,Revcloud,['looker'],{'analyst_tools': ['looker']}
Data Scientist,Junior Data Scientist (Antifraud),Pakistan,via LinkedIn,Full-time,False,Pakistan,2023-12-12 13:32:22,False,False,Pakistan,,,,Daraz,"['sql', 'python', 'express']","{'programming': ['sql', 'python'], 'webframeworks': ['express']}"
Data Engineer,Contractor/DataEngineer/PO,Anywhere,via Studenters,Full-time,True,Pakistan,2023-07-19 13:11:52,True,False,Pakistan,,,,Tkxel,"['python', 'sql', 'sas', 'sas', 'mysql', 'sql server', 'oracle', 'snowflake', 'airflow', 'terraform', 'docker']","{'analyst_tools': ['sas'], 'cloud': ['oracle', 'snowflake'], 'databases': ['mysql', 'sql server'], 'libraries': ['airflow'], 'other': ['terraform', 'docker'], 'programming': ['python', 'sql', 'sas']}"
Data Engineer,Teradata Careers Near Me – Data Engineer,"Islamabad Capital Territory, Pakistan",via Jobs Picks,Full-time,False,Pakistan,2023-01-01 13:40:47,True,False,Pakistan,,,,Teradata,"['sql', 'shell', 'python', 'nosql', 'mongodb', 'mongodb', 'java', 'groovy', 'cassandra', 'azure', 'aws', 'pyspark', 'spark', 'kafka', 'hadoop', 'unix', 'linux', 'jenkins', 'git']","{'cloud': ['azure', 'aws'], 'databases': ['mongodb', 'cassandra'], 'libraries': ['pyspark', 'spark', 'kafka', 'hadoop'], 'os': ['unix', 'linux'], 'other': ['jenkins', 'git'], 'programming': ['sql', 'shell', 'python', 'nosql', 'mongodb', 'java', 'groovy']}"
Data Engineer,Associate Data Processing Engineer,"Karachi, Pakistan",via Todaysjobz.com,Full-time,False,Pakistan,2023-01-01 13:40:46,True,False,Pakistan,,,,Gfk Etilize,,
Data Scientist,Research Analyst,Anywhere,via LinkedIn,Full-time,True,Pakistan,2023-11-13 13:54:33,False,False,Pakistan,,,,Silverlight Co,"['sas', 'sas', 'r', 'spss']","{'analyst_tools': ['sas', 'spss'], 'programming': ['sas', 'r']}"
Data Scientist,Data Scientist,"Islamabad, Pakistan",via LinkedIn,Contractor,False,Pakistan,2023-06-05 13:35:46,False,False,Pakistan,,,,Inbox Business Technologies,"['sql', 'python', 'r', 'hadoop']","{'libraries': ['hadoop'], 'programming': ['sql', 'python', 'r']}"
Data Analyst,Data Analyst,Pakistan,via Jooble,Full-time,False,Pakistan,2023-07-14 13:21:31,True,False,Pakistan,,,,Panjiva Inc.,,
Data Engineer,Data Engineer,Pakistan,via Indeed,Full-time,False,Pakistan,2023-04-07 13:31:54,False,False,Pakistan,,,,Alliance Recruitment Agency,"['sql', 'python', 'aws', 'redshift', 'spark', 'kafka']","{'cloud': ['aws', 'redshift'], 'libraries': ['spark', 'kafka'], 'programming': ['sql', 'python']}"
Data Engineer,Data Engineer,"Islamabad, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-06-13 13:14:31,True,False,Pakistan,,,,TEKenable Ltd,"['sql', 'python', 'azure', 'databricks', 'power bi', 'tableau']","{'analyst_tools': ['power bi', 'tableau'], 'cloud': ['azure', 'databricks'], 'programming': ['sql', 'python']}"
Data Scientist,Data Scientist - Lead Generation,"Karachi, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-11-04 13:55:01,False,False,Pakistan,,,,Gaur corporation,"['python', 'r', 'sas', 'sas', 'sql']","{'analyst_tools': ['sas'], 'programming': ['python', 'r', 'sas', 'sql']}"
Data Scientist,MIS Analyst,"Multan, Pakistan",via Indeed,Full-time,False,Pakistan,2023-07-18 13:31:17,False,False,Pakistan,,,,Great Sys,"['sql', 'power bi', 'excel']","{'analyst_tools': ['power bi', 'excel'], 'programming': ['sql']}"
Data Engineer,Data Engineer,"Lahore, Pakistan",via LinkedIn Pakistan,Full-time,False,Pakistan,2023-01-09 13:23:07,False,False,Pakistan,,,,the ENTERTAINER,"['go', 'sql', 'python', 'scala', 'java', 'nosql', 'azure', 'aws', 'spark', 'hadoop']","{'cloud': ['azure', 'aws'], 'libraries': ['spark', 'hadoop'], 'programming': ['go', 'sql', 'python', 'scala', 'java', 'nosql']}"
Machine Learning Engineer,Senior ML Engineer,"Islamabad, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-10-20 13:23:13,False,False,Pakistan,,,,Veroke,"['python', 'aws', 'azure', 'tensorflow', 'pytorch', 'scikit-learn', 'numpy', 'pandas', 'symphony']","{'cloud': ['aws', 'azure'], 'libraries': ['tensorflow', 'pytorch', 'scikit-learn', 'numpy', 'pandas'], 'programming': ['python'], 'sync': ['symphony']}"
Data Scientist,Data Scientist / Strategist,"Lahore, Pakistan",via LinkedIn,Full-time,False,Pakistan,2023-10-11 13:17:29,False,False,Pakistan,,,,SolutionInn,"['go', 'sql', 'python', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['go', 'sql', 'python']}"
Machine Learning Engineer,Machine Learning Engineer,"Lahore, Pakistan",via Indeed,Full-time,False,Pakistan,2023-07-18 13:31:26,False,False,Pakistan,,,,AxcelerateAI,"['python', 'aws', 'pytorch', 'flow']","{'cloud': ['aws'], 'libraries': ['pytorch'], 'other': ['flow'], 'programming': ['python']}"
Data Scientist,Data Scientist & Analyst,"Lahore, Pakistan",via Indeed,Full-time,False,Pakistan,2023-12-22 13:22:50,False,False,Pakistan,,,,digicon valley,"['python', 'sql', 'nosql', 'excel']","{'analyst_tools': ['excel'], 'programming': ['python', 'sql', 'nosql']}"
Data Engineer,Xgrid.co Careers Near Me – Staff Cloud Data Engineer,"Islamabad, Pakistan",via Jobs Picks,Full-time,False,Pakistan,2023-01-01 13:40:46,True,False,Pakistan,,,,Xgrid.co,"['sql', 'go', 'python', 'c++', 'java', 'nosql', 'mongo', 'mysql', 'elasticsearch', 'cassandra', 'dynamodb', 'aws', 'azure', 'vmware', 'gcp', 'airflow', 'spark', 'linux']","{'cloud': ['aws', 'azure', 'vmware', 'gcp'], 'databases': ['mysql', 'elasticsearch', 'cassandra', 'dynamodb'], 'libraries': ['airflow', 'spark'], 'os': ['linux'], 'programming': ['sql', 'go', 'python', 'c++', 'java', 'nosql', 'mongo']}"
Senior Data Engineer,Senior Azure Data Engineer,"Lahore, Pakistan",via Indeed,Full-time,False,Pakistan,2023-03-02 13:13:33,False,False,Pakistan,,,,British American Tobacco,"['nosql', 'powershell', 'sql', 'sas', 'sas', 'azure', 'databricks', 'oracle', 'snowflake', 'splunk']","{'analyst_tools': ['sas', 'splunk'], 'cloud': ['azure', 'databricks', 'oracle', 'snowflake'], 'programming': ['nosql', 'powershell', 'sql', 'sas']}"
Senior Data Engineer,Senior Data Engineer,Anywhere,via LinkedIn,Full-time,True,Pakistan,2023-10-05 13:16:08,True,False,Pakistan,,,,Macrosoft,"['python', 'aws', 'airflow', 'spark']","{'cloud': ['aws'], 'libraries': ['airflow', 'spark'], 'programming': ['python']}"
